First name,Last name,Uni ID,Institution,Department,Email address,Groups,Assignment: Assignment 1 (SQL): Marks and Feedback (Real),Assignment: Assignment 2 (Database Theory): Marks and Feedback (Real),Quiz: NoSQL Test (Real),Total marks for quizzes (Real),Lab activities (Lab 1-8) (Real),Final Exam (Real),"Quiz: Quiz for Week 2 (deadline: 11:59pm, Aug 1, Tuesday) (Real)","Quiz: Quiz for Week 3 (deadline 23:59, August 8, Tuesday) (Real)","Quiz: Quiz for Week 4 (deadline: 11:59pm, August 15, Tuesday) (Real)","Quiz: Quiz for Week 5 (deadline: 11:59pm, 22 August, Tuesday) (Real)","Quiz: Quiz for Week 6 (deadline: 11:59pm, 29 August, Tuesday) (Real)","Quiz: Quiz for Week 7 (deadline: 11:59pm, 19 September, Tuesday) (Real)","Quiz: Quiz for Week 8 (deadline 11:59pm, 26 September, Tuesday) (Real)","Quiz: Quiz for Week 9 (deadline: 23:59, 3 October, Tuesday) (Real)","Quiz: Quiz for Week 10 (deadline: 11:59pm, October 10, Tuesday) (Real)","Quiz: Quiz for Week 11 (deadline: 11:59pm, 17 October, Tuesday) (Real)",Attendance: Lab Engagement (Real),Attendance: Lab 8 Engagement (Real),Quiz: DA/PX Exam (Real),Course total (Real),Last downloaded from this course
CQNNHD,MQWPMK,u0000541,,,u0000541@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),22.7,14.5,4.7,3.1,2.2,24.4,0.5,0.5,0.6,0.6,0.5,0.4,0.6,-,-,-,52.5,-,-,68.4,1710372718
ASWTUC,TGCRZO,u0000542,,,u0000542@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.6,11.3,3.4,3.2,2.3,33.1,0.5,0.5,0.4,0.5,0.6,0.2,0.3,0.5,0.3,-,64.6,-,-,77,1710372718
HNHBFG,RNSTPJ,u0000543,,,u0000543@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),17.6,11.1,4.1,3.1,2.2,29.2,0.4,0.5,0.4,0.2,0.5,0.2,0.3,0.5,0.2,0.6,53.2,-,-,70.2,1710372718
WNBQGY,XMIPFC,u0000544,,,u0000544@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),17.3,9.8,4.9,3.2,2,37.6,0.6,0.6,0.4,0.6,0.5,0.6,0.4,-,0.3,-,59,-,-,65.9,1710372718
YYJWQJ,KPTUNG,u0000545,,,u0000545@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/25 (Classes 7460/7511),15.3,11.3,3.7,2.7,2.4,30.7,0.5,0.3,0.4,0.4,0.6,0.3,0.4,0.4,0.4,0.6,91,-,-,71.7,1710372718
JGZSBR,MWCKSD,u0000546,,,u0000546@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.3,13.8,4.1,3.2,2,39.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.3,-,63,-,-,78.1,1710372718
GNLTWJ,CRDQSQ,u0000547,,,u0000547@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),20.4,13.7,5,2.4,2.2,37.7,0.2,0.5,0.4,0.2,0.4,0.3,0.3,-,0.3,0.5,56.8,-,-,72.6,1710372718
LNENYA,PQKZJJ,u0000548,,,u0000548@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),23.9,11.1,4,3.5,2.3,35.3,0.4,0.6,0.4,0.5,0.5,0.5,0.5,0.4,0.5,0.5,87.6,117,-,76,1710372718
PTPWFQ,KFXVKU,u0000549,,,u0000549@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),17.5,15.2,4.1,3.3,2.1,32,0.3,0.6,0.5,0.5,0.6,0.6,0.5,0.3,0.4,-,51.2,-,-,69.9,1710372718
GRCKUT,BGCGQD,u0000550,,,u0000550@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,19.7,12.4,3.9,2.7,2.2,18,0.6,0.5,0.3,0.5,0.5,0.5,0.5,0.4,0.4,-,59,-,21.9,57.4,1710372718
ECJEMN,TSFGSG,u0000551,,,u0000551@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.6,12.3,-,2.4,2.2,31.9,0.3,0.5,0.3,0.3,0.3,0.4,0.5,0.3,0.2,-,82,-,-,67.7,1710372718
AUWNRJ,WXDOQD,u0000552,,,u0000552@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511),16.5,10.8,3.6,3,2.3,42.9,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.3,0.6,51.9,-,-,75.4,1710372718
PCPVRC,BDKQHY,u0000553,,,u0000553@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),19.1,12.5,4,3.2,2.4,54.8,0.6,0.6,0.4,0.6,0.6,0.5,0.6,0.5,0.4,0.4,98.2,-,-,87.6,1710372718
WXARYJ,OQZDFL,u0000554,,,u0000554@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20,13.6,3.4,3.5,2.3,31.3,0.5,0.6,0.5,0,0.5,0.6,0.5,0.4,0.3,-,66.3,-,-,79.3,1710372718
NVXHMC,WSYWJK,u0000555,,,u0000555@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),18.2,11.9,3.7,3.2,2,36.2,-,-,0.4,0.6,0.5,0.6,0.6,-,0.3,0.6,85.6,0,-,84,1710372718
TETLIH,OJPIWC,u0000556,,,u0000556@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.8,16.2,4.6,3,2.4,47.7,0.5,0.5,0.6,0.6,0.5,0.5,-,0.5,-,-,52.9,-,-,93.3,1710372718
RXNJOU,QLCXGU,u0000557,,,u0000557@anu.edu.au,[MyTT] ComA/14 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),19,9.5,3.3,2.9,2.1,5,-,0.4,0.6,0,0.4,0.2,0.5,0.3,-,0.5,94.9,-,-,39.9,1710372718
YHTSOP,WJKNSL,u0000558,,,u0000558@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511),18.7,9.5,3.8,2.7,2.3,22.4,0.5,0.4,0.3,0.1,0.6,0.2,0.4,0.4,0.2,0.5,57.1,-,-,55.9,1710372718
QUTCCK,VEEIVY,u0000559,,,u0000559@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),15.6,13.2,3.1,3.5,2.2,44.9,0.6,0.5,0.5,0.4,0.5,0.5,0.5,0.2,-,-,69.1,-,-,87.4,1710372718
MJQHYJ,DVUFHU,u0000560,,,u0000560@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19.3,12.5,4.1,2.7,1.7,41,0.3,-,0.4,0.3,0.5,0.6,0.4,0.5,0.3,0.5,44.1,-,-,79.3,1710372718
PYVQWQ,ERJJIE,u0000561,,,u0000561@anu.edu.au,[MyTT] ComA/14 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),15.2,13.4,4.2,3.3,2.3,28.9,0.5,0.5,0.5,0.2,0.6,0.5,0.5,0.5,0.3,0.5,102.7,-,-,67.9,1710372718
DWKQAS,UNUSHB,u0000562,,,u0000562@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),8.3,6.9,4.4,2.5,1.2,27,-,0.5,-,0.5,0.3,0.1,0.3,0.1,0.3,0.4,27.6,-,-,46.8,1710372718
FABTRS,IVDVZB,u0000563,,,u0000563@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),19.5,14.2,3.7,3.4,2.1,41.3,0.5,0.5,0.4,0.3,0.6,0.4,0.6,0.4,0.6,0.5,67.8,105.6,-,83.3,1710372718
JCLSEZ,UBGMCV,u0000564,,,u0000564@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),17.6,13.7,5.4,3.2,2.1,37.9,0.6,0.5,0.5,0.5,0.6,0.2,0.6,0.5,0.3,0.6,91.7,-,-,90,1710372718
JZWXSS,IWGAEG,u0000565,,,u0000565@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.6,7.9,3.3,3.3,0,48.2,-,0.5,0.6,0.6,-,0.5,0.5,0.5,0.5,0.6,0,-,-,78.5,1710372718
PJBNYT,MEVTLS,u0000566,,,u0000566@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.5,12.7,3.2,3.6,2.2,37.8,0.4,0.5,0.6,0.6,0.5,0.6,0.6,0.5,0.5,0.5,74.4,-,-,82.4,1710372718
PRSDDC,BORXLI,u0000567,,,u0000567@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),22.2,10.6,2.7,2.9,2.1,27.8,0.5,0.6,0.4,0.3,0.4,0.5,0.3,-,-,0.5,96,-,-,74.9,1710372718
YHZKCY,YXUYDQ,u0000568,,,u0000568@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511),17.4,13.7,-,1.3,0.5,39.9,-,-,-,-,-,-,0.5,0.4,0.3,-,13.5,-,-,79.2,1710372718
FVCJEL,MQXFRZ,u0000569,,,u0000569@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),15.7,7,3.2,1.9,1,21.6,0.3,-,0.3,-,0.4,0.2,-,-,0.2,0.5,29.5,-,-,52.1,1710372718
FINZXS,LDDKCE,u0000570,,,u0000570@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.9,4.2,4.3,2.4,2.2,20.2,0.4,0.4,0.3,0.1,-,-,0.4,0.2,-,0.5,88.2,-,-,51.3,1710372718
HIIASV,NYLWOG,u0000571,,,u0000571@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511);Supplementary and Deferred Exam,18.4,14.1,3.8,2.8,1.6,-,0.5,0.5,0.2,0.6,-,0.6,-,0.4,0.3,-,39.8,-,-,39.6,1710372718
AYSYHB,RHXVDG,u0000572,,,u0000572@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),8.4,7.5,4.1,3.1,0.6,26.5,0.5,0.3,0.4,0.6,0.6,0.5,0.5,0.5,0.3,0.6,13.9,-,-,52.1,1710372718
PMLIPM,ZUWAMU,u0000573,,,u0000573@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),18.2,10.7,4.2,2.8,1.8,48.7,0.5,0.6,0.4,0.6,0.6,-,-,0.4,0.3,-,38.6,-,-,97.9,1710372718
ANSRZG,JIAGDI,u0000574,,,u0000574@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.4,13,4.2,2.9,2.4,35.8,0.5,0.5,0.4,0.4,0.5,0.4,0.3,0.3,0.4,-,95.9,-,-,80.1,1710372718
EMRREP,WUXVWW,u0000575,,,u0000575@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511),22,11.6,4.9,3.4,2.1,38.1,0.5,0.6,0.4,0.6,0.6,-,0.6,0.3,0.3,0.6,75.6,-,-,82.6,1710372718
HJGARQ,OPUVFZ,u0000576,,,u0000576@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511),18.1,15.4,3.8,3.2,1.1,37.4,-,0.5,0.3,0.6,0.6,0.6,0.5,0.6,-,0.5,29.1,-,-,72.4,1710372718
VJQXVX,SQUCNC,u0000577,,,u0000577@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,18.3,11.3,2.7,2.8,2.1,17.9,0.5,0.4,0.4,0.2,0.6,-,0.4,0.3,0.2,0.5,70.7,-,21,56.7,1710372718
XBILVF,BQEXJU,u0000578,,,u0000578@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),17.3,9.7,2.9,2.7,2.2,20.5,-,0.4,0.3,0.5,-,0.5,0.5,0.2,-,0.5,51.5,-,-,55.4,1710372718
VWCHMG,RABGVL,u0000579,,,u0000579@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),22.7,15,5.1,3.2,2.1,38.3,0.4,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.4,0.5,105.2,105.9,-,89,1710372718
SAPBDW,HCXOYE,u0000580,,,u0000580@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511);Supplementary and Deferred Exam,9.2,10.4,2.4,2.1,2.1,-,0.4,0.3,-,0.2,0.3,0.2,0.3,-,0.2,0.6,50.3,-,31.3,26.1,1710372718
FNYNEU,FGAMHR,u0000581,,,u0000581@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),22.2,14.4,3.8,2.8,2.1,42.9,0.3,0.4,0.4,0.1,0.5,0.3,0.5,0.4,0.6,0.5,64.2,-,-,91.5,1710372718
LGTMJX,UUAJWH,u0000582,,,u0000582@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),23.1,12.4,4.9,3.1,2.4,34.2,0.4,0.4,0.4,0.3,0.6,0.4,0.5,0.6,0.5,0.4,102.6,-,-,72.7,1710372718
FSLYYR,ERSZBH,u0000583,,,u0000583@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511),20.5,14.9,3.7,2.9,2.4,30.8,0.5,0.5,0.5,0.1,0.6,0.5,0.5,0.4,-,-,66.2,-,-,80.1,1710372718
GYQZBR,LJTCBD,u0000584,,,u0000584@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,20.6,7.4,3.9,3.5,2.4,18,0.4,0.5,0.4,0.3,0.5,0.6,0.6,0.5,0.6,0.6,77.1,-,24.5,51.3,1710372718
YSYAJE,XINGZG,u0000585,,,u0000585@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19.5,12.9,4.1,3,2.3,37.3,0.6,0.5,0.5,0.5,0.6,0.4,0.5,-,-,-,52,-,-,83.3,1710372718
LBHXFJ,PYAKHF,u0000586,,,u0000586@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),15.3,12.8,2.6,3.2,2.2,38.9,0.5,0.6,0.5,0.5,0.5,0.3,0.6,0.6,0.5,-,75.5,-,-,73.3,1710372718
STMMLD,LJWJUS,u0000587,,,u0000587@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),13.9,13.4,2.7,2.7,2.2,44.6,0.5,0.6,0.4,0.6,0.5,0.6,0.4,0.5,0.4,-,56.4,-,-,86.9,1710372718
WUCONU,WFPASQ,u0000588,,,u0000588@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),10.3,6.6,2,1.8,2.1,18.7,0.1,0.1,0.2,0.4,-,0.1,0.3,0.4,-,0.4,50.5,-,-,39.3,1710372718
VUISAT,HZAZWI,u0000589,,,u0000589@anu.edu.au,[MyTT] ComA/13 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),22.5,15.8,2.6,3.1,2.1,37.1,0.6,0.6,0.5,0.4,0.5,0.5,0.5,0.5,0.4,0.3,78.3,-,-,86.1,1710372718
BZZLAC,LSNGNP,u0000590,,,u0000590@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),18.4,13,4.6,3.5,2.3,37.4,0.5,0.5,0.6,-,0.6,0.5,0.5,0.5,-,0.5,98.2,-,-,84.5,1710372718
WEWNLB,CJIIYY,u0000591,,,u0000591@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),13.8,14.3,4.4,3.5,2.3,41.3,0.5,0.6,0.5,0.4,0.6,0.6,0.6,0.5,0.5,0.5,58,-,-,72.8,1710372718
CHMMJN,HMIIKP,u0000592,,,u0000592@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511);Supplementary and Deferred Exam,16.5,4.9,3.7,1,1.1,-,-,0.3,-,-,-,0.3,-,0.2,0.2,-,29.9,-,35.2,27.5,1710372718
BSCCCM,RAQSAK,u0000593,,,u0000593@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/25 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),17.2,12.1,5,3.2,2.2,34.3,0.5,0.5,0.4,0.4,0.6,0.6,0.5,0.6,0.3,0.5,103.3,112.5,-,71.5,1710372718
HGSPJM,RWGKWV,u0000594,,,u0000594@anu.edu.au,[MyTT] ComA/13 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),15.8,10.4,3.5,2.7,1.6,27.2,0.4,0.4,0.4,0.1,0.6,0.4,-,-,0.3,0.4,43.1,-,-,60.8,1710372718
AIOFJY,LOBOVG,u0000595,,,u0000595@anu.edu.au,[MyTT] ComA/13 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),15.1,10.9,4.6,2.6,2.1,22.7,0.3,0.6,0.3,0.4,0.4,0.2,-,0.3,0.1,0.3,55.9,-,-,53.8,1710372718
RDBPQU,WMVMGS,u0000596,,,u0000596@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511),20.9,17.4,3,3.2,2,41.2,0.4,0.6,0.4,0.2,0.5,0.4,0.6,0.4,0.4,0.6,91.8,-,-,77.6,1710372718
ZVKKTK,MXODSA,u0000597,,,u0000597@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),15.3,11.7,3.8,2.9,2.3,26,0.3,0.6,0.4,0.5,0.5,0.2,0.2,0.4,0.4,0.6,50.7,-,-,65.2,1710372718
BQCQTZ,TPZJAV,u0000598,,,u0000598@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18.6,10.8,4,3.4,2.2,32.1,0.5,0.6,0.4,0.6,0.6,0.6,0.5,0.6,-,0.2,89.2,-,-,73,1710372718
JAUNOX,VYEPJE,u0000599,,,u0000599@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),16.5,14.9,2.7,2.7,2.1,30.9,0.5,0.6,0.4,0.1,0.4,0.1,0.2,0.5,0.5,0.5,100,-,-,70.6,1710372718
GRIDJL,XVQYZV,u0000600,,,u0000600@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),22,15.9,5.8,3.3,2.4,48.1,0.5,0.5,0.5,0.6,0.6,0.5,0.4,-,0.5,0.5,79.9,-,-,91.6,1710372718
ZFOIDD,YQYYWP,u0000601,,,u0000601@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),17.5,12.1,4.9,3.2,2.3,38.3,0.4,0.4,-,0.5,-,0.4,0.6,-,0.3,0.5,74.6,-,-,82.1,1710372718
OSTPCZ,ZIWIYV,u0000602,,,u0000602@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511),19,12,3,2.5,2.3,39.8,0.4,0.6,0.5,0.3,0.3,0.2,0.3,0.4,0.4,0.4,84.3,-,-,68.1,1710372718
NRRAGS,LDYWSB,u0000603,,,u0000603@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),15.2,2.1,3.5,0.7,1.1,30.5,0.4,0,0.2,-,-,-,-,-,-,-,29,-,-,54.7,1710372718
TCBPYY,WZAHTZ,u0000604,,,u0000604@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.9,16.2,3.9,3.5,2.2,50.6,0.6,0.5,0.5,0.2,0.5,0.3,0.6,0.5,0.4,0.5,55.9,-,-,101.6,1710372718
CTOJZB,YJXYRR,u0000605,,,u0000605@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19.2,16.5,4.4,3,2.4,39.9,0.5,0.5,0.5,0.5,0.5,0.5,-,0.3,-,-,66.2,-,-,83.3,1710372718
SSOOSI,DKJNVT,u0000606,,,u0000606@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),16.5,10.5,4.9,3.1,1.1,42.8,0.2,0.5,0.4,0.6,0.6,0.5,0.4,0.4,0.3,0.5,27.6,-,-,79,1710372718
KACUCT,CUZIZH,u0000607,,,u0000607@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),15.7,3.1,3.8,3,2,10.9,0.4,0.4,0.1,0.5,0.5,0.5,0.3,0.4,0.3,0.5,70.5,-,-,41.8,1710372718
WNNEDV,MSSHTJ,u0000608,,,u0000608@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/25 (Classes 7460/7511),21.4,14.1,4.1,1.5,2,37.7,0.3,0.4,0.3,0.2,-,0.1,-,-,-,-,59.2,-,-,76.5,1710372718
LUDKOI,IIVSLI,u0000609,,,u0000609@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.4,10.8,3.6,3.5,2.1,19.4,0.4,0.6,0.5,0.6,0.6,0.5,0.6,0.5,0.4,0.6,89.5,-,-,60.3,1710372718
RUTMAZ,JVXAOO,u0000610,,,u0000610@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.3,13.7,3.7,3.1,2.1,28.7,0.4,0.6,0.4,0.6,-,0.5,0.5,0.2,0.4,-,74.3,-,-,79,1710372718
NRZMUR,CZSQNE,u0000611,,,u0000611@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),18.9,13,4.1,3.2,1.6,35.9,0.6,0.5,0.4,0.6,0.6,0.4,0.3,0.4,0.3,0.6,41.3,-,-,77.7,1710372718
PPACLR,DVHSJT,u0000612,,,u0000612@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.3,12.7,3.2,3.2,2.3,38.7,0.5,0.5,0.5,0.6,0.5,0.6,0.6,-,-,-,87.3,-,-,89.5,1710372718
DZVKUF,XDGEST,u0000613,,,u0000613@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),18.4,16.2,5.1,3.3,2.2,40.6,0.6,0.6,0.5,0.5,0.5,0.5,-,0.6,0.4,0.6,87.5,-,-,89.5,1710372718
IXUIRJ,DBHLME,u0000614,,,u0000614@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511),18.6,10.7,3.5,3.2,2,43.1,0.6,0.5,0.6,0.5,0.6,0.5,0.5,0.6,0.6,0.5,72.2,-,-,74.5,1710372718
JHGIHO,IIXLQP,u0000615,,,u0000615@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.3,12.5,4.5,3.2,2.2,51.6,0.5,0.6,0.5,0.5,0.5,0.6,0.6,-,0.4,0.6,55.8,-,-,92.5,1710372718
ZWNXCX,KZRYHB,u0000616,,,u0000616@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19.1,5.5,3.4,1.5,2.1,-,-,-,0.4,0.4,0.6,-,0,-,0.2,-,72,-,-,31.8,1710372718
IVBWWB,MXEAIS,u0000617,,,u0000617@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,21.4,10.7,3.6,3.2,2.3,-,0.4,0.6,0.6,0.6,0.5,0.4,0.6,0.6,0.4,0.5,104.3,-,-,38.4,1710372718
TUXBUS,SEYDUI,u0000618,,,u0000618@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),8.4,5.4,1.9,2.8,2.3,22.6,0.5,0.6,0.6,0.5,0.6,0.3,0.4,0.4,0.3,0.5,97.1,0,-,39.2,1710372718
HSXBLJ,QTHRIU,u0000619,,,u0000619@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),19,15,4,3.4,2.4,29.2,0.6,0.6,0.6,0.5,0.6,0.5,0.4,0.4,0.5,0.5,72.6,119.6,-,78.3,1710372718
UKFLQO,WTIWWM,u0000620,,,u0000620@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),15,11.7,2.9,3,2.4,34.3,0.5,0.6,0.4,0.4,0.6,0.5,0.1,-,-,-,81.5,-,-,79.7,1710372718
